homeTeamAbbrev,teamName,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
PUR,Purdue Boilermakers,0.9805555555555555,86.78124781803224,64.8215304281261,21.959717389906146,1.4780331785140852,1.1724619126889069,1.0,6.5,3.0,1.0,6.886058630567813,1.0
HOU,Houston Cougars,0.9611111111111111,76.56157585219661,51.09572965918034,25.46584619301627,1.3876758281344708,1.0518533459070367,71.0,15.5,2.0,5.0,6.636686837555791,2.0
AUB,Auburn Tigers,1.0,86.47716347606273,65.74329215827845,20.733871317784278,1.4073661462908815,1.0352571599562663,97.0,1.0,9.0,3.0,6.394721522459307,3.0
CONN,UConn Huskies,0.9722222222222222,85.86328491761086,64.0742129254635,21.789071992147356,1.3956269531115764,1.060522444806516,55.0,10.5,4.0,4.0,6.337680897175641,4.0
ARIZ,Arizona Wildcats,0.9944444444444445,93.32157038732656,67.34379107882933,25.977779308497233,1.284862182052854,1.1312643579399897,9.0,2.5,1.0,16.0,6.180277620937315,5.0
ALA,Alabama Crimson Tide,0.9666666666666667,92.08601456308972,70.59795004594089,21.48806451714883,1.3667439998212618,1.154407121030695,4.0,12.5,6.0,6.0,6.111020385120436,6.0
TENN,Tennessee Volunteers,0.9944444444444445,81.28807053872636,60.11229870600449,21.17577183272187,1.3353791499126455,1.1557759466743627,3.0,2.5,8.0,8.0,5.983692203499095,7.0
CREI,Creighton Bluejays,0.9555555555555556,82.49609058406085,64.83186709634062,17.664223487720236,1.4082281605025564,1.0877815437775136,36.0,17.5,13.0,2.0,5.9235919060657665,8.0
UNC,North Carolina Tar Heels,0.9777777777777777,84.86666001033292,66.4719522365025,18.39470777383042,1.362625480164228,1.1186177250296523,13.0,8.0,12.0,7.0,5.799793100325632,9.0
ISU,Iowa State Cyclones,0.9305555555555556,81.4502238203658,59.754120297423654,21.696103522942153,1.2424363146317368,0.9991733545797697,163.0,25.5,5.0,37.0,5.25100940513078,10.0
KU,Kansas Jayhawks,0.975,81.74799483656403,65.19760342883922,16.550391407724817,1.3026697274914647,1.09446907230349,32.0,9.0,16.0,12.0,5.23164847294335,11.0
BYU,BYU Cougars,0.9083333333333333,86.63763139465203,65.40061261281599,21.237018781836042,1.248692845694911,1.0099735959074088,138.0,31.5,7.0,33.0,5.163818625944948,12.0
MSU,Michigan State Spartans,0.9722222222222222,79.84135418216034,61.07469934936082,18.766654832799524,1.2411193071141269,1.1249912090604015,10.0,10.5,10.0,39.0,5.080025877259448,13.0
BAY,Baylor Bears,0.9055555555555556,83.61577797667236,64.96322129942824,18.65255667724412,1.280882868562136,1.0921383875582606,34.0,33.5,11.0,19.0,5.078821902452907,14.0
DUKE,Duke Blue Devils,0.9527777777777777,82.69201868540667,65.66030850717031,17.031710178236352,1.2777213780880754,1.0533938755263752,68.0,19.0,14.0,21.0,5.053242886986992,15.0
WIS,Wisconsin Badgers,0.9638888888888889,79.05390540289021,63.32272667446535,15.731178728424858,1.288771728303586,1.1414271812722325,6.0,14.0,18.0,14.0,5.02252782052709,16.0
MARQ,Marquette Golden Eagles,0.9611111111111111,83.32375930503018,67.47083565986055,15.852923645169625,1.276284085779552,1.1493630753783872,5.0,15.5,17.0,22.0,4.9496666330522405,17.0
UK,Kentucky Wildcats,0.9472222222222222,89.38672248537769,74.83287126921309,14.553851216164603,1.284807397079949,1.0578189030636276,60.0,20.0,25.0,17.0,4.817006965068245,18.0
DAY,Dayton Flyers,0.9333333333333333,75.56349150296015,60.65775608574414,14.905735417216007,1.284355941607494,1.1016695706460498,26.0,23.5,23.0,18.0,4.8030193593945985,19.0
ILL,Illinois Fighting Illini,0.9444444444444444,82.71977723457768,67.14587767214365,15.573899562434022,1.256750625114566,1.0971108806293963,29.0,21.0,20.0,28.0,4.743677770687397,20.0
MSST,Mississippi State Bulldogs,0.9555555555555556,78.30866431972818,64.45167038048768,13.856993939240496,1.2675334486852643,1.0794359964929938,41.0,17.5,29.0,25.0,4.667628772358534,21.0
SJU,St. John's Red Storm,0.8583333333333333,81.65087713547429,67.55114883813576,14.09972829733853,1.3164891513460977,1.1365970636949407,7.0,51.5,28.0,9.0,4.6538402934951035,22.0
OSU,Ohio State Buckeyes,0.8694444444444445,76.71774194305678,62.13914054848452,14.57860139457226,1.2788159172210565,1.0606865499705056,54.0,47.0,24.0,20.0,4.513351653047026,23.0
TCU,TCU Horned Frogs,0.9333333333333333,83.2954029531846,67.57399135501133,15.721411598173276,1.221418726684684,1.021701632327194,119.0,23.5,19.0,43.0,4.505575584746418,24.0
