homeTeamAbbrev,teamName,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
HOU,Houston Cougars,356,85.68589094433777,35.12039117749609,50.56549976684168,1.3749091657674457,1.0773678434818932,30.0,4.0,2.0,1.0,7.273515210480116,1.0
CONN,UConn Huskies,357,96.9630142538736,50.157097688348195,46.8059165655254,1.3464143032241145,1.0868209816100207,21.0,2.5,4.0,3.0,6.865605004650104,2.0
ARIZ,Arizona Wildcats,355,103.98775621412034,49.27241683978458,54.715339374335755,1.2407160373370003,1.0250783598784206,90.0,5.0,1.0,17.0,6.574999047503392,3.0
PUR,Purdue Boilermakers,357,94.29006664982869,57.50230914144427,36.787757508384416,1.3469383486898252,1.1629888695280783,2.0,2.5,9.0,2.0,6.283546481783548,4.0
OU,Oklahoma Sooners,359,89.26537538423204,50.71708733976139,38.54828804447065,1.310774208432811,0.9911125789574684,140.0,1.0,7.0,4.0,6.154802592446954,5.0
BYU,BYU Cougars,354,98.4865388364411,50.12075538175072,48.36578345469038,1.211344240317514,0.9593917180689662,183.0,6.0,3.0,31.0,5.99023295522429,6.0
CREI,Creighton Bluejays,345,96.71596301635566,59.24127558355451,37.47468743280115,1.281572200530878,1.0537335534262726,50.0,16.5,8.0,8.0,5.753888907998334,7.0
ISU,Iowa State Cyclones,348,91.6782684204709,48.44507277610535,43.23319564436555,1.194133821784199,0.941714300674847,207.0,11.0,5.0,41.0,5.512653363219809,8.0
AUB,Auburn Tigers,346,87.60065466260005,57.66025376639522,29.940400896204828,1.3053108499829675,1.1134678539773628,8.0,14.0,20.0,5.0,5.487857329211542,9.0
MSST,Mississippi State Bulldogs,348,82.56402353581582,54.2114834888112,28.352540047004624,1.2994793380879974,1.04215520604577,67.0,11.0,23.0,6.0,5.373898362730678,10.0
CIN,Cincinnati Bearcats,353,93.76975796690682,51.31655449973153,42.45320346717529,1.1548062055131207,1.014271454496105,106.0,7.0,6.0,56.0,5.242448987475862,11.0
ALA,Alabama Crimson Tide,340,99.89842033538073,66.39155440628758,33.50686592909315,1.2341458183404244,1.0999666988081218,13.0,20.0,13.0,20.0,5.144347078397718,12.0
FLA,Florida Gators,345,94.39253011470123,58.56067833342496,35.83185178127627,1.1969287624169769,1.0484165258902443,58.0,16.5,10.0,37.0,5.0703201078671984,13.0
BAY,Baylor Bears,327,93.46747897239877,59.529886779630345,33.93759219276842,1.2259216437759843,1.0487775861833242,56.0,32.0,12.0,23.0,4.986666968352248,14.0
UNM,New Mexico Lobos,342,88.65953352046284,58.63076515569419,30.028768364768652,1.2301053789379557,1.0734481173021944,32.0,18.0,19.0,21.0,4.932310485143648,15.0
