homeTeamAbbrev,teamName,observedRecord,observedWinPercent,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
PUR,Purdue Boilermakers,18.0 - 2.0,0.9,0.9944444444444445,87.40726727939582,64.44830189316922,22.95896538622661,0.4014287154299813,0.15148748769114137,1.0,3.0,3.0,1.0,6.710206242850306,1.0
HOU,Houston Cougars,17.0 - 2.0,0.8947368421052632,0.9861111111111112,76.6074421140928,50.256210977515096,26.35123113657771,0.3450881002153245,0.06839427118131679,42.0,6.0,1.0,4.0,6.690811182503161,2.0
AUB,Auburn Tigers,16.0 - 2.0,0.8888888888888888,1.0,85.933963053435,64.7264429370355,21.207520116399493,0.3584857617302434,0.02776152670631364,94.0,1.0,5.0,2.0,6.278075851313558,3.0
CONN,UConn Huskies,17.0 - 2.0,0.8947368421052632,0.9888888888888889,84.51202110585135,62.98839520792823,21.523625897923118,0.3460575763019083,0.061107920709442265,53.0,5.0,4.0,3.0,6.196029126469603,4.0
TENN,Tennessee Volunteers,14.0 - 4.0,0.7777777777777778,0.9972222222222222,80.5812182005306,59.89657510950584,20.68464309102476,0.3018819228088955,0.14128812312586503,3.0,2.0,7.0,7.0,5.862336540723621,5.0
UNC,North Carolina Tar Heels,16.0 - 2.0,0.8888888888888888,0.9805555555555555,84.2476336390769,65.57728851576017,18.67034512331672,0.3194375547120976,0.10024707749555173,16.0,7.0,10.0,5.0,5.700540856753667,6.0
ALA,Alabama Crimson Tide,12.0 - 6.0,0.6666666666666666,0.9777777777777777,90.62221903282679,70.16737810602683,20.45484092679996,0.2880415855863457,0.13624677925739723,5.0,8.5,9.0,8.0,5.684995887645654,7.0
ARIZ,Arizona Wildcats,13.0 - 4.0,0.7647058823529411,0.9916666666666667,90.83970120606025,67.71066426245672,23.129036943603538,0.2271834707504096,0.09692654454126351,19.0,4.0,2.0,30.0,5.638547688220163,8.0
CREI,Creighton Bluejays,15.0 - 4.0,0.7894736842105263,0.9555555555555556,82.55707228191318,65.08752301378523,17.46954926812795,0.3159008271167762,0.09830116944109547,18.0,16.5,12.0,6.0,5.465190512232695,9.0
ISU,Iowa State Cyclones,13.0 - 4.0,0.7647058823529411,0.9527777777777777,81.2128385043399,60.172527683407964,21.040310820931936,0.2501384447048332,-0.004157744843714607,142.0,18.0,6.0,19.0,5.425484119478227,10.0
BYU,BYU Cougars,13.0 - 5.0,0.7222222222222222,0.9472222222222222,86.52626491125801,66.03355067324631,20.4927142380117,0.2222252217089013,0.026645316200815946,98.0,19.0,8.0,31.0,5.175357265130514,11.0
ILL,Illinois Fighting Illini,14.0 - 4.0,0.7777777777777778,0.9611111111111111,83.36969897339885,66.79546769331016,16.574231280088696,0.2557321069265827,0.08019834878955785,31.0,14.5,15.0,16.0,5.016803185499304,12.0
MARQ,Marquette Golden Eagles,13.0 - 5.0,0.7222222222222222,0.9777777777777777,83.3425032859698,67.32276897612665,16.019734309843145,0.2533838978612956,0.1397655412721898,4.0,8.5,16.0,17.0,5.001273328194717,13.0
MSU,Michigan State Spartans,12.0 - 6.0,0.6666666666666666,0.9722222222222222,78.3401391182884,61.08528481724929,17.254854301039117,0.2275163299130641,0.10133385433403727,15.0,11.0,13.0,29.0,4.952304170126494,14.0
KU,Kansas Jayhawks,16.0 - 3.0,0.8421052631578947,0.9722222222222222,81.80695668400239,66.4776035758584,15.32935310814399,0.2574131731965627,0.07985765315092606,32.0,11.0,19.0,15.0,4.93404098956723,15.0
WIS,Wisconsin Badgers,15.0 - 4.0,0.7894736842105263,0.9666666666666667,78.60451246481435,63.83256096187357,14.77195150294078,0.2696772050090612,0.12164717166313152,7.0,13.0,21.0,11.0,4.931909758186148,16.0
DAY,Dayton Flyers,16.0 - 2.0,0.8888888888888888,0.9444444444444444,76.15889718275679,60.34052548690565,15.818371695851141,0.2625470390466019,0.07578992080752585,34.0,21.0,17.0,12.0,4.921481624641888,17.0
BAY,Baylor Bears,14.0 - 4.0,0.7777777777777778,0.9083333333333333,82.80304767554279,65.17512931489995,17.627918360642838,0.2394796105678122,0.07547864321499123,35.0,33.0,11.0,24.0,4.844909420198291,18.0
UK,Kentucky Wildcats,14.0 - 4.0,0.7777777777777778,0.9611111111111111,88.86095376616362,74.69749032508528,14.163463441078335,0.260908270516757,0.07088987263931251,39.0,14.5,28.0,13.0,4.79400793858364,19.0
DUKE,Duke Blue Devils,14.0 - 4.0,0.7777777777777778,0.9555555555555556,81.97534520030007,66.47944777945231,15.495897420847754,0.2283409192060563,0.03355673283331724,87.0,16.5,18.0,28.0,4.7137997884843585,20.0
UNM,New Mexico Lobos,16.0 - 3.0,0.8421052631578947,0.9333333333333333,83.16037017372003,68.81995344388058,14.340416729839447,0.2430996254771185,0.036087683542246375,83.0,25.0,27.0,23.0,4.606249944761265,21.0
SJU,St. John's Red Storm,12.0 - 7.0,0.631578947368421,0.8888888888888888,80.54265516057151,66.56469780189254,13.977957358678978,0.2605594332136019,0.11727012893929163,9.0,41.0,29.0,14.0,4.52241885790417,22.0
