homeScore,awayScore,probability,homeTeam,awayTeam,sport
6,10,0.010733,NYG,GB,NFL
3,10,0.010404,NYG,GB,NFL
6,13,0.009818,NYG,GB,NFL
3,13,0.009518,NYG,GB,NFL
10,10,0.009067,NYG,GB,NFL
6,20,0.008728,NYG,GB,NFL
6,17,0.008666,NYG,GB,NFL
3,20,0.008461,NYG,GB,NFL
3,17,0.008401,NYG,GB,NFL
10,13,0.008294,NYG,GB,NFL
10,20,0.007374,NYG,GB,NFL
10,17,0.007321,NYG,GB,NFL
6,24,0.006613,NYG,GB,NFL
6,27,0.006612,NYG,GB,NFL
3,24,0.006411,NYG,GB,NFL
3,27,0.00641,NYG,GB,NFL
10,24,0.005586,NYG,GB,NFL
10,27,0.005586,NYG,GB,NFL
13,10,0.005585,NYG,GB,NFL
7,10,0.005356,NYG,GB,NFL
6,16,0.005313,NYG,GB,NFL
6,34,0.005174,NYG,GB,NFL
6,6,0.005164,NYG,GB,NFL
3,16,0.005151,NYG,GB,NFL
13,13,0.005109,NYG,GB,NFL
3,34,0.005016,NYG,GB,NFL
3,6,0.005006,NYG,GB,NFL
6,31,0.004984,NYG,GB,NFL
7,13,0.0049,NYG,GB,NFL
3,31,0.004832,NYG,GB,NFL
13,20,0.004542,NYG,GB,NFL
13,17,0.00451,NYG,GB,NFL
10,16,0.004488,NYG,GB,NFL
10,34,0.004371,NYG,GB,NFL
10,6,0.004362,NYG,GB,NFL
7,20,0.004356,NYG,GB,NFL
7,17,0.004325,NYG,GB,NFL
10,31,0.00421,NYG,GB,NFL
6,45,0.004095,NYG,GB,NFL
3,45,0.003969,NYG,GB,NFL
6,23,0.003934,NYG,GB,NFL
3,23,0.003814,NYG,GB,NFL
6,41,0.003728,NYG,GB,NFL
6,14,0.003698,NYG,GB,NFL
6,51,0.003666,NYG,GB,NFL
3,41,0.003614,NYG,GB,NFL
6,48,0.003589,NYG,GB,NFL
3,14,0.003585,NYG,GB,NFL
3,51,0.003554,NYG,GB,NFL
3,48,0.003479,NYG,GB,NFL
6,30,0.003476,NYG,GB,NFL
10,45,0.003459,NYG,GB,NFL
17,10,0.003449,NYG,GB,NFL
6,7,0.003444,NYG,GB,NFL
13,24,0.003441,NYG,GB,NFL
13,27,0.003441,NYG,GB,NFL
6,38,0.003424,NYG,GB,NFL
3,30,0.00337,NYG,GB,NFL
3,7,0.003338,NYG,GB,NFL
10,23,0.003324,NYG,GB,NFL
3,38,0.003319,NYG,GB,NFL
7,24,0.0033,NYG,GB,NFL
7,27,0.0033,NYG,GB,NFL
6,54,0.003216,NYG,GB,NFL
17,13,0.003155,NYG,GB,NFL
10,41,0.00315,NYG,GB,NFL
10,14,0.003124,NYG,GB,NFL
3,54,0.003117,NYG,GB,NFL
10,51,0.003097,NYG,GB,NFL
10,48,0.003032,NYG,GB,NFL
6,37,0.003008,NYG,GB,NFL
10,30,0.002937,NYG,GB,NFL
3,37,0.002916,NYG,GB,NFL
10,7,0.002909,NYG,GB,NFL
10,38,0.002892,NYG,GB,NFL
20,10,0.002862,NYG,GB,NFL
17,20,0.002805,NYG,GB,NFL
